Produkt;Firma;Pytanie ;Stopień trudności pytania;Odpowiedź moja;OWU krótkie;OWU pełne;Uwagi
MIESZKANIE;WARTA;Czy przy ubezpieczeniu ruchomości domowych w mieszkaniu wymagana są jakieś dodatkowe zabezpieczenia z WARIANT Dom?;Złożone;Tak w zależności zależności od sumy ubezpieczenia ruchomości domowych oraz typu nieruchomości wymagane są dodatkowe zabezpieczenia w postaci systemu alarmowego z monitoringiem inne w ubezpieczeniu Warta Dom a inne w Ubezpiieczeniu Warta Dom Komfort. W Warta Dom wymagany jest systemu alarmowego z monitoringiem – dla lokalu mieszkalnego, jeśli suma ubezpieczenia ruchomości domowych przekracza 200.000 zł, systemu alarmowego z monitoringiem – dla domu jednorodzinnego, jeśli suma ubezpieczenia ruchomości domowych przekracza 200.000 zł, systemu alarmowego z monitoringiem – dla domu letniskowego, jeśli suma ubezpieczenia ruchomości domowych przekracza 10.000 zł. W Warta Dom Komfort wymagany jest systemu alarmowego z monitoringiem – dla lokalu mieszkalnego jeśli: suma ubezpieczenia ruchomości domowych przekracza 200.000 zł, suma ubezpieczenia ruchomości domowych specjalnych przekracza 50.000 zł, systemu alarmowego z monitoringiem – dla domu jednorodzinnego jeśli suma ubezpieczenia ruchomości domowych przekracza 200.000 zł, suma ubezpieczenia ruchomości domowych specjalnych przekracza 50.000 zł, systemu alarmowego z monitoringiem – dla domu letniskowego, jeśli suma ubezpieczenia ruchomości domowych przekracza 10.000 zł;"OWU Warta Dom - § 9 ust. 2 OWU Warta Dom Komfort - § 10 ust. 2 pkt 1-3";"OWU Warta Dom - § 9 ust. 2. W zależności od sumy ubezpieczenia ruchomości domowych oraz typu nieruchomości, w której się one znajdują, wymagane są następujące dodatkowe zabezpieczenia przeciwwłamaniowe w postaci: 1) systemu alarmowego z monitoringiem – dla lokalu mieszkalnego, jeśli suma ubezpieczenia ruchomości domowych przekracza 200.000 zł, 2) systemu alarmowego z monitoringiem – dla domu jednorodzinnego, jeśli suma ubezpieczenia ruchomości domowych przekracza 200.000 zł 3) systemu alarmowego z monitoringiem – dla domu letniskowego, jeśli suma ubezpieczenia ruchomości domowych przekracza 10.000 zł. OWU Warta Dom Komfort - § 10 ust. 2. W zależności od sumy ubezpieczenia ruchomości domowych oraz typu nieruchomości, w której się one znajdują, wymagane są następujące dodatkowe zabezpieczenia przeciwwłamaniowe w postaci: 1) systemu alarmowego z monitoringiem – dla lokalu mieszkalnego jeśli: a) suma ubezpieczenia ruchomości domowych przekracza 200.000 zł b) suma ubezpieczenia ruchomości domowych specjalnych przekracza 50.000 zł 2) systemu alarmowego z monitoringiem – dla domu jednorodzinnego jeśli: a) suma ubezpieczenia ruchomości domowych przekracza 200.000 zł b) suma ubezpieczenia ruchomości domowych specjalnych przekracza 50.000 zł 3) systemu alarmowego z monitoringiem – dla domu letniskowego, jeśli suma ubezpieczenia ruchomości domowych przekracza 10.000 zł";
MIESZKANIE;WARTA;Czy broń jest objęta ochroną w ramach ruchomości domowych z WARIANT Dom?;Bardzo Złożone;Tak zarówno w ubezpieczeniu Warta Dom jak i Warta Dom Komfort ochroną może być objęta broń wraz z oprzyżądowaniem w ramach mienia ruchomego specjalnego ubezpieczenie tylko miena ruchomego nie gwarantuje ochrony;"OWU Warta Dom - § 2 ust. 37 pkt 4 OWU Warta Dom Komfort - § 2 ust. 29 pkt 5";"OWU Warta Dom - § 2 Pojęcia użyte w niniejszych OWU mają następujące znaczenie: ust. 37 Ruchomości domowe specjalne – to ruchomości domowe, do których zaliczamy wyłącznie: pkt 4) broń wraz z oprzyrządowaniem OWU Warta Dom Komfort - § 2 Pojęcia użyte w niniejszych OWU mają następujące znaczenie: ust. 29 Ruchomości domowe specjalne – to ruchomości domowe, do których zaliczamy wyłącznie: pkt 5) broń wraz z oprzyrządowaniem ";
MIESZKANIE;WARTA;Czy muszę doubezpieczyć jakąś grupę mienia po wypłacie odszkodowanie w związku z jej pomniejszeniem lub wyczerpaniem o kwotę wypłaconego odszkodowania z WARIANT Dom?;Bardzo Złożone;"Tak, w Ubezpieczeniu Warta Dom jak i Warta Dom Komfort sumy ubezpieczeniia dla pewnych grup mienia obniżają się o kwotę wypłaconego odszkodwania i aby zapewnić pełna ochronę powinno się je doubezpieczeczyć po wypłacie odszkodowania. W Warta Dom istnieje konieczności uzupełnienia sumy ubezpieczenia sprzętu poza domem, roweru poza domem,  nagrobków oraz sumy gwarancyjnej odpowiedzialności cywilnej w życiu prywatnym, w przypadku ich zmniejszenia w wyniku wypłaty odszkodowania. W Warta Dom Komfort istnieje konieczności uzupełnienia sumy ubezpieczenia sprzętu poza domem, roweru poza domem, nagrobków, roślinności ogrodowej oraz sumy gwarancyjnej odpowiedzialności cywilnej w ży- ciu prywatnym, w przypadku ich zmniejszenia w wyniku wypłaty odszkodowania";"OWU Warta Dom - § 44 ust. 1 pkt 1 OWU Warta Dom Komfort - § 49 ust. 1 pkt 1";"OWU Warta Dom - § 44 ust. 1. W trakcie trwania umowy ubezpieczenia, po opłaceniu dodatkowej składki, możliwe jest zawarcie doubezpieczenia do umowy pierwotnej w przypadku: pkt 1) konieczności uzupełnienia sumy ubezpieczenia sprzętu poza domem, roweru poza domem, nagrobków oraz sumy gwarancyjnej odpowiedzialności cywilnej w życiu prywatnym, w przy- padku ich zmniejszenia w wyniku wypłaty odszkodowania OWU Warta Dom Komfort - § 49 ust. 1. W trakcie trwania umowy ubezpieczenia, po opłaceniu dodatkowej składki, możliwe jest zawarcie doubezpieczenia do umowy pierwotnej w przypadku: pkt 1) konieczności uzupełnienia sumy ubezpieczenia sprzętu poza domem, roweru poza domem, nagrobków, roślinności ogrodowej oraz sumy gwarancyjnej odpowiedzialności cywilnej w życiu prywatnym, w przypadku ich zmniejszenia w wyniku wypłaty odszkodowania";
MIESZKANIE;WARTA;Czy w ramach ubezpieczenia ruchomości ubezpieczone są drony z WARIANT Dom?;Bardzo Złożone;Tak, zarówno w ubezpieczeniu OWU Warta Dom jak i OWU Warta Dom Komfort w ramach ubezpieczenia ruchomości domowych są ubezpieczone drony wykorzystywane do celów rekreacyjnych, które są zdefiniowane jako Urządzenie latające – bezzałogowy statek powietrzny używany do celów rekreacyjnych (hobbystycznych) – wyłącznie w zasięgu wzroku operatora (użytkownika). Zalicza się tu modele latające, latawce oraz drony;"OWU Warta Dom - § 2 ust. 66 § 8 ust. 4 pkt 5 OWU Warta Dom Komfort - § 2 ust. 46 § 9 ust. 5 pkt 5";"OWU Warta Dom - § 2 Pojęcia użyte w niniejszych OWU mają następujące znaczenie: ust. 66. Urządzenie latające – bezzałogowy statek powietrzny używany do celów rekreacyjnych (hobbystycznych) – wyłącznie w zasięgu wzroku operatora (użytkownika). Zalicza się tu modele latające, latawce oraz drony § 8 ust. 4. Dodatkowo WARTA nie odpowiada za następujące ruchomości domowe: pkt 5) pojazdy lądowe (w tym quady), które podlegają obowiązkowej rejestracji, urządzenia latające inne niż określone § 2 ust. 66 oraz urządzenia pływające inne niż określone w § 2 ust. 67 OWU Warta Dom Komfort - § 2 Pojęcia użyte w niniejszych OWU mają następujące znaczenie: ust. 46 Urządzenie latające – bezzałogowy statek powietrzny używany do celów rekreacyjnych (hobbystycznych) – wyłącznie w zasięgu wzroku operatora (użytkownika). Zalicza się tu modele latające, latawce oraz drony § 9 ust. 5. Dodatkowo WARTA nie odpowiada za następujące ruchomości domowe: pkt 5) pojazdy lądowe (w tym quady), które podlegają obowiązkowej rejestracji, urządzenia latające inne niż określone § 2 ust.46 oraz urządzenia pływające inne niż wskazane w § 2 ust.47";
MIESZKANIE;WARTA;Moje mieszkanie zostało zalane, czy powinienem powiadomić administrację o takim zdarzeniu z WARIANT Dom? ;Bardzo proste;Tak. Należy powiadomić administrację o zalaniu mieszkania;https://www.warta.pl/ubezpieczenie-mieszkania/#c-najcz%C4%99stsze-pytania;"Moje mieszkanie zostało zalane. Czy powinienem powiadomić administrację o takim zdarzeniu?  Tak. Należy powiadomić administrację o zalaniu mieszkania.";
MIESZKANIE;PZU;Czy po wypłacie odszkodowania za szkody w nieruchomości suma ubezpieczenia obniża się o kwotę wypłaconego odszkodowania z PZU Dom?;Proste;Nie, suma ubezpieczenia mienia ruchomego nie ulega pomniejszeniu o wypłaconą kwotę odszkodowania;§ 45 ust. 7;§ 45 ust. 7. Suma ubezpieczenia nie ulega pomniejszeniu o wypłaconą przez PZU kwotę;
MIESZKANIE;PZU;Czy w ubezpieczeniu domu jest odpowiedzialność za szkody wyrządzone przez kuny z PZU Dom?;Proste;Tak w ubezpieczeniu domu jest odpowiedzialnośc za szkody wyrządzone przez kuny do kwoty 50 000 zł chyba. Limit nie ma zastosowania w sytuacji, gdy następstwem działania kun są eksplozja, ogień lub przepięcie;§ 46 ust. 4 pkt 1;§ 46 ust. 4. W ubezpieczeniu nieruchomości, w granicach sumy ubezpieczenia, PZU odpowiada do limitu odpowiedzialności: pkt 1) 50 000 zł za szkody spowodowane przez kuny. Limit nie ma zastosowania w sytuacji, gdy następstwem działania kun są: eksplozja, ogień lub przepięcie;
MIESZKANIE;PZU;Jak ustala się wysokość odszkodowania dla szkody powstałej w domu jednorodzinnym z PZU Dom?;Proste;W wysokość odszkodowania w domu jednorodzinnym ustala się w następujący sposób a) w wartości nowej – jeżeli na dzień zawarcia umowy ubezpieczenia wiek budynku: o niepalnej konstrukcji nie przekracza 50 lat – o niepalnej konstrukcji przekracza 50 lat, ale w ciągu 20 lat poprzedzających dzień zawarcia umowy ubezpieczenia został przeprowadzony remont generalny, o palnej konstrukcji nie przekracza 30 lat b) w wartości rzeczywistej – jeżeli na pierwszy dzień okresu ubezpieczenia nie są spełnione warunki podane w lit. a, dla stałych elementów – w wartości nowej;§ 47 ust. 2 pkt 2 § 47 ust. 3;"§ 47 ust. 2. Wysokość odszkodowania PZU ustala dla: pkt 2) domu jednorodzinnego: a) w wartości nowej – jeżeli na dzień zawarcia umowy ubezpieczenia wiek budynku: – o niepalnej konstrukcji nie przekracza 50 lat –  o niepalnej konstrukcji przekracza 50 lat, ale w ciągu 20 lat poprzedzających dzień zawarcia umowy ubezpieczenia został przeprowadzony remont generalny, –  o palnej konstrukcji nie przekracza 30 lat b)  w wartości rzeczywistej – jeżeli na pierwszy dzień okresu ubezpieczenia nie są spełnione warunki podane w lit. a – z uwzględnieniem pkt 3; pkt. 3) stałych elementów – w wartości nowej";
MIESZKANIE;PZU;Czy w przy ubezpieczeniu domu lub mieszkania są limity na ubezpieczenie gotówki z PZU Dom?;Złożone;Tak dla gotówki (mienie ruchome) są następujące limity - limit odpowiedzialności na ryzyka inne niż ryzyka kradzieżowe - 10% sumy ubezpieczenia, jednak nie więcej niż 10 000 zł, limit odpowiedzialności na ryzyka kradzieżowe, jednak nie więcej niż 10 000 zł, o ile został ustalony ;§ 46 Tabela - Wiersz - Gotówka;§ 46 ust. 1. W ubezpieczeniu ruchomości domowych w mieszkaniu lub domu jednorodzinnym, w zależności od wypadku ubezpieczeniowego i w granicach sumy ubezpieczenia albo limitu odpowiedzialności na ryzyka kradzieżowe, o ile został on ustalony zgodnie z § 45 ust. 5, obowiązują następujące limity odpowiedzialności na ryzyka inne niż ryzyka kradzieżowe i podlimity odpowiedzialności na ryzyka kradzieżowe: Tabela - Wiersz - Gotówka - Limit odpowiedzialności na ryzyka inne niż ryzyka kradzieżowe - 10% sumy ubezpieczenia, jednak nie więcej niż 10 000 zł, podlimit odpowiedzialności na ryzyka kradzieżowe - limit odpowiedzialności na ryzyka kradzieżowe, jednak nie więcej niż 10 000 zł, o ile został ustalony ;
MIESZKANIE;PZU;Czy są jakieś limity na diagnozę przyczyny awarii instalacji w domu z PZU Dom?;Złożone;Tak, jest limit na usługę diagnozy przyczyny awarii instalacji do 300 zł na każdą diagnozę oraz do 2 diagnoz w okresie ubezpieczenia. Usługa jest dostępna w Ubezpieczeniu Pomoc w Domu – Assistance;§ 53 ust. 5 Tabela pkt. 2;§ 53 ust. 5. W zależności od wybranego wariantu ubezpieczenia, ubezpieczony może skorzystać z następujących usług assistance (tabela poniżej): Tabela pkt 2 - awaria instalacji - diagnoza przyczyny awarii instalacji – do 300 zł na każdą diagnozę oraz – do 2 diagnoz w okresie ubezpieczenia;
MIESZKANIE;PZU;Czy Ubezpieczyciel odpowiada do wysokości sumy gwarancyjnej w odpowiedzialności cywilnej jeżeli szkodę osobie trzeciej wyrządził członek rodziny poniżej 13 roku życia z PZU Dom?;Złożone;Nie ubezpieczyciel nie odpowiada do pełnej wysokości sumy gwarancyjnej w ubezpieczeniu odpowiedzialności cywilnej, odpowiada tylko w ramach sumy gwarancyjnej i do limitu odpowiedzialności w wysokości 10 000 zł , jeżeli szkodę osobie trzeciej wyrządził członek rodziny poniżej 13 roku życia gdy osoba wskazana w polisie jako ubezpieczony lub domownik, zobowiązany do nadzoru nad tym małoletnim, uczynił zadość temu obowiązkowi albo szkoda powstałaby także przy starannym wykonywaniu nadzoru ;§ 63 ust. 1;"§ 63 ust. 1.  Niezależnie od odpowiedzialności cywilnej, o której mowa w § 60, PZU – w ramach sumy gwarancyjnej i do limitu odpowiedzialności w wysokości 10 000 zł – obejmuje ochroną ubezpieczeniową również szkody wyrządzone przez domownika, który w chwili wyrządzenia tych szkód nie ukończył 13 lat (zwany dalej „małoletnim”), gdy osoba wskazana  w polisie jako ubezpieczony lub domownik, zobowiązany do nadzoru nad tym małoletnim, uczynił zadość temu obowiązkowi albo szkoda powstałaby także przy starannym wykonywaniu nadzoru";
MIESZKANIE;PZU;Czy w Ochronie Prawnej mamy sumę ubezpieczenia z PZU Dom?;Bardzo Złożone;Tak w Ubezpieczeniu Ochrony Prawnej mamy sumę ubezpieczenia inną dla każdego wariantu. Suma ubezpieczenia wynosi: 500 zł – dla wariantu Ochrona Prawna Komfort,  30 000 zł – dla wariantu Ochrona Prawna Super;§ 75 ust. 1;§ 75 ust. 1. Suma ubezpieczenia stanowi górną granicę odpowiedzialności PZU. Ustalona jest na wszystkie wypadki ubezpieczeniowe, które wystąpiły w okresie ubezpieczenia i na wszystkich ubezpieczonych łącznie. Suma ubezpieczenia wynosi: 1) 500 zł – dla wariantu Ochrona Prawna Komfort 2) 30 000 zł – dla wariantu Ochrona Prawna Super;
MIESZKANIE;PZU;Czy ubezpieczeniem objęte są szkody spowodowane otwarciem lub pozostawienia otwartych kranówz PZU Dom?;Bardzo Złożone;Tak, ubezpieczeniem objęte są szkody spowodowane otwarciem lub pozostawienia otwartych kranów;§ 6 ust. 2 pkt 2 lit a);§ 6 ust. 2. PZU odpowiada również za szkody, które ubezpieczony wyrządził wskutek rażącego niedbalstwa, jeśli szkoda powstała w następstwie: pkt 2) pozostawienia: lit a)  włączonego urządzenia gospodarstwa domowego, które po użytkowaniu powinno być wyłączone zgodnie z instrukcją użytkowania na przykład: żelazka, sprzętu do stylizacji włosów, grzejnika elektrycznego, urządzenia do gotowania (w tym kuchni gazowej);
MIESZKANIE;PZU;Czy jest odpowiada za szkody, które Ubezpieczony wyrządził wskutek rażącego niedbalstwa polegającego na braku okresowych przeglądów technicznych z PZU Dom?;Bardzo Złożone;Tak, Ubezpieczyciel odpowiada za szkody, które Ubezpieczony wyrządził wskutek rażącego niedbalstwa polegającego na braku okresowych przeglądów technicznych jednak nie więcej niż 50% sumy ubezpieczenia danego mienia i nie więcej niż do limitów odpowiedzialności na ryzyka inne niż ryzyka kradzieżowe wskazanych w OWU;§ 6 ust. 2 pkt 1 § 45 ust. 5;"§ 6 ust. 2. PZU odpowiada również za szkody, które ubezpieczony wyrządził wskutek rażącego niedbalstwa, jeśli szkoda powstała w następstwie: pkt 1)  niewykonania okresowych przeglądów technicznych: przewodów kominowych, instalacji gazowej, instalacji elektrycznej, przewidzianych przez prawo budowlane – miejsca, w którym znajdują się ubezpieczone ruchomości  domowe lub stałe elementy, lub ubezpieczonego: a)  domu jednorodzinnego – jeśli wiek budynku na dzień zawarcia umowy ubezpieczenia nie przekracza 50 lat albo przekracza 50 lat, ale w ciągu 20 lat poprzedzających dzień zawarcia umowy ubezpieczenia został przeprowadzony remont generalny b)  budynku niemieszkalnego – jeśli wiek budynku na dzień zawarcia umowy ubezpieczenia nie przekracza 50 lat c)  mieszkania – z uwzględnieniem § 46 ust. 5; § 45 ust. 5. PZU odpowiada za szkody, które ubezpieczony wyrządził wskutek rażącego niedbalstwa, o których mowa w § 6 ust. 2 pkt 1, § 15 ust. 2, § 22 ust. 3, § 29 ust. 3: 1)  w ubezpieczeniu nieruchomości w granicach sumy ubezpieczenia dla wymienionych w powyższych paragrafach  przedmiotów ubezpieczenia, jednak nie więcej niż 50% tej sumy ubezpieczenia (limit odpowiedzialności) 2) w ubezpieczeniu ruchomości domowych w granicach sumy ubezpieczenia dla ruchomości domowych, które znajdują się w wyliczonych w powyższych paragrafach: domu jednorodzinnym, budynku niemieszkalnym, mieszkaniu, domu letniskowym, jednak nie więcej niż 50% tej sumy ubezpieczenia (limit odpowiedzialności) i nie więcej niż do limitów odpowiedzialności na ryzyka inne niż ryzyka kradzieżowe wskazanych w ust. 1 i 2.";
MIESZKANIE;PZU;Czy jeśli zostanie mi skradziony rower z piwnicy to otrzymam odszkodowanie z PZU Dom?;Bardzo proste;Tak otrzymasz odszkodowanie za rower przechowywany w piwnicy (pomieszczeniu gospodarczym) pod warunkiem ubezpieczenia ruchomości domowych. Limit odpowiedzialności za zdarzenie kradzieży z włamaniem z piwnicy (pomieszczeń gospodarczych) wynosi do wysokości 30% limitu na ryzyka kradzieżowe dla ruchomości domowych;https://www.pzu.pl/dla-ciebie-i-rodziny/majatek-podroze-oc/dom-i-mieszkanie/ubezpieczenie-mieszkania#pytania-i-odpowiedzi;"Mam ubezpieczenie PZU Dom. Czy jeśli zostanie mi skradziony rower z piwnicy, otrzymam odszkodowanie? Jeśli Twoja polisa zawiera ubezpieczenie ruchomości domowych, w skład których wchodzi m.in. sprzęt sportowy, to Twój rower jest chroniony zarówno w mieszkaniu jak i piwnicy. Odpowiadamy za zdarzenie kradzieży z włamaniem do wysokości 30% limitu na ryzyka kradzieżowe dla ruchomości domowych.";
